location,Bâle,Bâle,Bâle,Bâle
lat,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653
variable,Temperature,Wind Speed,Wind Direction,Shortwave Radiation
unit,°C,km/h,°,W/m²
level,2 m elevation corrected,10 m,10 m,sfc
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Bâle Temperature [2 m elevation corrected],Bâle Wind Speed [10 m],Bâle Wind Direction [10 m],Bâle Shortwave Radiation
20251108T0300,2.5502453,4.1046314,142.12502,0.0
20251108T0400,2.5702453,4.6102495,141.34018,0.0
20251108T0500,2.2902455,4.39436,145.00798,0.0
20251108T0600,2.8502455,4.6102495,141.34018,0.0
20251108T0700,3.1302452,5.0911684,135.0,6.0
20251108T0800,4.0402455,4.5820518,135.0,77.0
20251108T0900,5.4302454,3.096837,144.46231,172.0
20251108T1000,6.0502453,2.7416782,156.8014,260.0
20251108T1100,7.6202455,1.5273507,135.0,321.0
20251108T1200,8.350245,1.609969,116.56505,322.0
20251108T1300,9.0602455,2.0364676,135.0,303.0
20251108T1400,9.430245,1.9386592,158.1986,249.0
20251108T1500,8.630245,1.835647,168.69006,146.0
20251108T1600,7.9502454,2.9024127,172.87498,38.0
20251108T1700,7.290245,4.3498964,155.55605,0.0
20251108T1800,7.2202454,5.3517847,160.34618,0.0
20251108T1900,5.860245,4.452954,165.96376,0.0
20251108T2000,5.270245,3.9763298,174.80557,0.0
20251108T2100,5.250245,3.6179552,174.28941,0.0
20251108T2200,6.1202455,4.198285,149.03624,0.0
20251108T2300,6.3002453,4.0249224,153.43495,0.0
20251109T0000,6.5302453,3.7585104,163.30075,0.0
20251109T0100,6.480245,2.6208394,164.0546,0.0
20251109T0200,6.4302454,2.5455842,171.8699,0.0
20251109T0300,6.6602454,2.9024127,172.87498,0.0
20251109T0400,6.4502454,3.6179552,174.28941,0.0
20251109T0500,6.6602454,4.3349743,175.23636,0.0
20251109T0600,6.980245,4.6938252,175.60129,0.0
20251109T0700,7.4102454,5.0911684,171.8699,2.0
20251109T0800,8.320246,5.4119864,176.18593,21.0
20251109T0900,9.390245,4.73506,188.74615,46.0
20251109T1000,9.950245,4.3349743,184.76364,56.0
20251109T1100,10.860246,4.5536795,198.43495,66.0
20251109T1200,11.380245,3.2599385,186.3402,62.0
20251109T1300,11.8102455,3.319036,192.52881,68.0
20251109T1400,11.870245,2.9024127,209.74489,71.0
20251109T1500,11.660245,1.484318,284.03625,43.0
20251109T1600,11.250245,1.9386592,338.1986,11.0
20251109T1700,10.110246,2.2768397,18.434952,0.0
20251109T1800,9.120245,1.0182338,44.999985,0.0
20251109T1900,8.900246,0.5091169,315.0,0.0
20251109T2000,8.360246,0.0,180.0,0.0
20251109T2100,7.6402454,1.2979984,123.69006,0.0
20251109T2200,6.2802453,2.0991426,120.96376,0.0
20251109T2300,5.690245,2.8116899,129.80557,0.0
20251110T0000,5.150245,3.319036,130.60129,0.0
20251110T0100,5.2602453,3.8939953,123.69006,0.0
20251110T0200,5.0602455,4.39436,124.99202,0.0
20251110T0300,4.940245,2.8116899,129.80557,0.0
20251110T0400,5.1002455,1.8,126.869896,0.0
20251110T0500,4.900245,2.1897945,99.46232,0.0
20251110T0600,5.170245,4.2136917,109.9831,0.0
20251110T0700,5.400245,4.072935,135.0,3.0
20251110T0800,6.2802453,4.8433046,138.01279,44.0
20251110T0900,7.480245,5.6233797,140.19443,73.0
20251110T1000,8.3102455,4.0249224,153.43495,123.0
20251110T1100,9.170245,5.3999996,143.1301,181.0
20251110T1200,9.650246,6.439876,153.43495,222.0
20251110T1300,10.160245,5.8048253,150.25511,235.0
20251110T1400,10.290245,5.4833565,156.8014,202.0
20251110T1500,9.250245,5.3517847,160.34618,124.0
20251110T1600,7.940245,6.28713,166.75948,31.0
20251110T1700,6.420245,5.4833565,156.8014,0.0
20251110T1800,6.6202455,5.154415,155.22485,0.0
20251110T1900,5.920245,5.634891,153.43495,0.0
20251110T2000,5.980245,6.6087217,150.64224,0.0
20251110T2100,6.4302454,6.763786,154.79887,0.0
20251110T2200,6.690245,5.937272,165.96376,0.0
20251110T2300,7.1602454,7.42159,157.16635,0.0
20251111T0000,7.9502454,7.289444,159.77515,0.0
20251111T0100,8.600245,6.489992,160.55997,0.0
20251111T0200,8.670245,6.9247384,152.10272,0.0
20251111T0300,8.670245,7.42159,157.16635,0.0
20251111T0400,8.160246,5.154415,155.22485,0.0
20251111T0500,7.9502454,5.815978,158.1986,0.0
20251111T0600,7.540245,6.0347,162.64597,0.0
20251111T0700,7.1002455,5.3517847,160.34618,3.0
20251111T0800,8.650246,6.151683,159.44395,51.0
20251111T0900,10.930245,5.2416787,164.0546,140.0
20251111T1000,12.8102455,4.896529,162.89728,264.0
20251111T1100,14.210245,6.519877,173.6598,347.0
20251111T1200,15.110246,6.849467,183.01279,366.0
20251111T1300,15.490245,5.8048253,187.12502,288.0
20251111T1400,15.240245,5.3517847,160.34618,230.0
20251111T1500,13.580245,5.3999996,143.1301,139.0
20251111T1600,10.720245,7.386582,133.02505,32.0
20251111T1700,8.850245,5.6233797,129.80557,0.0
20251111T1800,8.230246,5.6233797,140.19443,0.0
20251111T1900,7.4502454,5.904439,142.4314,0.0
20251111T2000,6.4502454,5.692099,145.30484,0.0
20251111T2100,6.2202454,5.6233797,140.19443,0.0
20251111T2200,5.8402452,4.39436,145.00798,0.0
20251111T2300,5.770245,6.12,151.9275,0.0
20251112T0000,4.9302454,6.193674,144.46231,0.0
20251112T0100,4.2902455,5.6233797,140.19443,0.0
20251112T0200,4.2902455,6.638072,139.3987,0.0
20251112T0300,4.3102455,6.8777895,137.1211,0.0
20251112T0400,3.8202453,6.638072,139.3987,0.0
20251112T0500,3.5602455,6.696387,143.74615,0.0
20251112T0600,3.3702455,6.193674,144.46231,0.0
20251112T0700,3.6502452,6.489992,146.30994,5.0
20251112T0800,5.2802453,7.42159,157.16635,76.0
20251112T0900,8.410246,7.0911775,156.0375,189.0
20251112T1000,10.480246,7.24486,153.43495,282.0
20251112T1100,12.860246,9.0,163.73979,367.0
20251112T1200,14.740245,8.766573,160.82098,364.0
20251112T1300,15.670245,7.10031,149.53445,327.0
20251112T1400,15.770246,5.904439,142.4314,238.0
20251112T1500,12.880245,5.8048253,150.25511,125.0
20251112T1600,10.520246,7.42159,157.16635,27.0
20251112T1700,9.570246,7.24486,153.43495,0.0
20251112T1800,8.500245,7.289445,147.09476,0.0
20251112T1900,7.770245,6.989936,145.49147,0.0
20251112T2000,7.650245,6.989936,145.49147,0.0
20251112T2100,7.5502453,7.289445,147.09476,0.0
20251112T2200,7.3002453,7.968939,161.56505,0.0
20251112T2300,7.1802454,8.699793,155.55605,0.0
20251113T0000,7.2002454,8.217153,151.18921,0.0
20251113T0100,6.9702454,7.7879906,146.30994,0.0
20251113T0200,6.420245,8.209263,142.12502,0.0
20251113T0300,6.440245,8.404285,136.7357,0.0
20251113T0400,6.3002453,7.42159,140.90614,0.0
20251113T0500,6.130245,6.297428,149.03624,0.0
20251113T0600,6.0702453,5.815978,158.1986,0.0
20251113T0700,6.1002455,6.151683,159.44395,5.0
20251113T0800,8.270246,6.830519,161.56505,85.0
20251113T0900,11.880245,6.28713,166.75948,198.0
20251113T1000,15.000245,5.4477882,172.40535,309.0
20251113T1100,17.290245,7.9932976,172.23483,372.0
20251113T1200,18.930244,7.754637,158.1986,381.0
20251113T1300,19.410246,6.4096174,141.84277,342.0
20251113T1400,18.870245,4.6102495,141.34018,261.0
20251113T1500,16.000246,5.1919937,146.30994,143.0
20251113T1600,11.660245,5.154415,155.22485,30.0
20251113T1700,10.600245,4.5536795,161.56505,0.0
20251113T1800,10.180245,4.510787,151.38954,0.0
20251113T1900,9.180245,4.8965297,143.97263,0.0
20251113T2000,9.520246,5.6233797,140.19443,0.0
20251113T2100,8.790245,6.3690495,137.2906,0.0
20251113T2200,8.710245,6.9153743,141.34018,0.0
20251113T2300,8.380245,7.10031,149.53445,0.0
20251114T0000,7.8702455,7.10031,149.53445,0.0
20251114T0100,7.540245,6.6087217,150.64224,0.0
20251114T0200,7.040245,7.289445,147.09476,0.0
20251114T0300,6.980245,7.9932966,144.16235,0.0
20251114T0400,7.8002453,7.7879906,146.30994,0.0
20251114T0500,7.6802454,7.7879906,146.30994,0.0
20251114T0600,7.8702455,7.7879906,146.30994,0.0
20251114T0700,7.8502455,7.5942082,148.57043,4.0
20251114T0800,8.910245,8.0899935,147.72435,82.0
20251114T0900,10.950245,7.9036193,149.93141,198.0
20251114T1000,13.340245,6.6185193,157.61987,274.0
20251114T1100,14.780245,7.2805495,171.46924,307.0
20251114T1200,16.220245,6.725354,164.47589,296.0
20251114T1300,16.930244,7.7879906,146.30994,219.0
20251114T1400,16.050245,8.4963045,126.38435,166.0
20251114T1500,14.570246,5.8603754,137.48955,118.0
20251114T1600,13.380245,5.3517847,160.34618,15.0
20251114T1700,13.320246,6.9153743,141.34018,0.0
20251114T1800,13.050245,6.696387,143.74615,0.0
20251114T1900,13.160245,5.904439,142.4314,0.0
20251114T2000,13.390245,5.0911684,135.0,0.0
20251114T2100,13.170245,5.1919937,146.30994,0.0
20251114T2200,12.740245,8.647496,177.61406,0.0
20251114T2300,13.250245,7.5942073,185.44034,0.0
20251115T0000,12.820246,5.154415,204.77515,0.0
20251115T0100,12.350245,4.32,180.0,0.0
20251115T0200,12.370245,4.829907,153.43495,0.0
20251115T0300,12.140245,3.7585104,163.30075,0.0
20251115T0400,11.630245,1.8,143.1301,0.0
20251115T0500,11.420245,2.7416782,113.19859,0.0
20251115T0600,10.910245,2.8116899,140.19443,0.0
20251115T0700,10.580245,3.219938,153.43495,2.0
20251115T0800,11.920245,2.52,89.99999,41.0
20251115T0900,13.410245,4.379589,80.537674,103.0
20251115T1000,14.720245,2.0991426,30.963745,195.0
20251115T1100,16.200245,1.1384199,251.56506,243.0
20251115T1200,16.560246,2.2768397,251.56506,300.0
20251115T1300,16.740246,3.9763298,264.80557,275.0
20251115T1400,15.5602455,8.4042845,260.1342,175.0
20251115T1500,14.430245,7.628263,250.70996,93.0
20251115T1600,14.160245,7.172949,252.47443,20.0
20251115T1700,11.970245,5.315336,208.30077,0.0
20251115T1800,11.770246,4.1046314,142.12502,0.0
20251115T1900,10.990245,5.6233797,129.80557,0.0
20251115T2000,10.190246,4.39436,145.00798,0.0
20251115T2100,9.660245,4.0249224,153.43495,0.0
20251115T2200,8.340245,4.896529,162.89728,0.0
20251115T2300,7.520245,5.0142193,158.9625,0.0
20251116T0000,7.0702453,5.315336,151.69923,0.0
20251116T0100,6.5502453,5.991594,147.26477,0.0
20251116T0200,6.520245,5.315336,151.69923,0.0
20251116T0300,6.630245,5.495161,148.3925,0.0
20251116T0400,6.750245,6.297428,149.03624,0.0
20251116T0500,6.880245,6.297428,149.03624,0.0
20251116T0600,7.0302453,5.692099,145.30484,0.0
20251116T0700,7.5702453,5.3999996,143.1301,2.0
20251116T0800,8.290245,5.00128,149.74356,31.0
20251116T0900,9.070246,4.6800003,157.38013,57.0
20251116T1000,9.640245,2.7416782,156.8014,88.0
20251116T1100,9.900246,1.0182338,135.0,82.0
20251116T1200,10.190246,3.6179552,185.71059,78.0
20251116T1300,10.580245,6.9527545,201.2505,92.0
20251116T1400,10.960245,5.3999996,180.0,71.0
20251116T1500,11.040245,4.0249224,153.43495,62.0
20251116T1600,11.720245,3.7064266,150.94539,14.0
20251116T1700,11.330245,2.9024127,150.25511,0.0
20251116T1800,10.600245,2.5959969,146.30994,0.0
20251116T1900,10.3102455,2.2768397,161.56505,0.0
20251116T2000,10.200245,2.5455842,171.8699,0.0
20251116T2100,9.870245,3.6,180.0,0.0
20251116T2200,9.770246,4.1046314,195.25513,0.0
20251116T2300,9.800245,4.2136917,199.98311,0.0
20251117T0000,9.690246,3.671294,191.30994,0.0
20251117T0100,9.730246,4.452954,194.03624,0.0
20251117T0200,9.800245,4.5536795,198.43495,0.0
20251117T0300,9.610246,4.39436,214.99202,0.0
20251117T0400,9.600245,3.6,233.1301,0.0
20251117T0500,9.5602455,4.39436,235.00798,0.0
20251117T0600,9.840245,4.6800003,247.38014,0.0
20251117T0700,9.920245,5.0911684,278.1301,0.0
20251117T0800,9.800245,12.783802,327.6526,4.0
20251117T0900,8.630245,18.792551,343.30075,14.0
20251117T1000,6.2402453,12.783802,350.27243,31.0
20251117T1100,6.210245,9.178235,334.44003,80.0
20251117T1200,6.4302454,9.504272,322.69604,134.0
20251117T1300,6.8102455,11.246759,320.19443,115.0
20251117T1400,6.880245,9.726664,321.00903,151.0
20251117T1500,6.4902453,5.6233797,309.80557,61.0
20251117T1600,5.3302455,5.1919937,303.69006,12.0
20251117T1700,4.7402453,6.1094027,315.0,0.0
20251117T1800,4.5402455,6.489992,326.30994,0.0
20251117T1900,3.9302454,5.154415,335.22485,0.0
20251117T2000,3.0602455,7.491114,324.7824,0.0
20251117T2100,2.0802455,6.3690495,317.29062,0.0
20251117T2200,1.6502454,1.8,360.0,0.0
20251117T2300,0.9602454,6.162207,353.29016,0.0
20251118T0000,0.7202454,7.208994,357.13757,0.0
20251118T0100,0.6502454,6.519877,6.340164,0.0
20251118T0200,0.6002454,5.3517847,19.653809,0.0
20251118T0300,0.3202454,4.0249224,26.565033,0.0
20251118T0400,0.2102454,5.0911684,44.999985,0.0
20251118T0500,-0.03975457,3.8939953,56.30993,0.0
20251118T0600,-0.3097546,4.2136917,19.983109,0.0
20251118T0700,-0.5997546,4.896529,17.102722,2.0
20251118T0800,0.2702454,4.0249224,26.565033,57.0
20251118T0900,1.6702454,3.8268526,48.81407,153.0
20251118T1000,2.6902456,3.6,36.86989,224.0
20251118T1100,3.6102452,1.835647,78.69006,284.0
20251118T1200,4.6202455,2.5959969,146.30994,302.0
20251118T1300,5.000245,2.5455842,171.8699,276.0
20251118T1400,5.0102453,1.8,216.8699,243.0
20251118T1500,4.2802453,2.3051248,218.65982,125.0
20251118T1600,2.7902455,5.154415,204.77515,21.0
20251118T1700,1.7702454,5.937272,194.03624,0.0
20251118T1800,0.6002454,5.937272,194.03624,0.0
20251118T1900,-0.4497546,5.8603754,190.61966,0.0
20251118T2000,-1.2197546,5.8048253,187.12502,0.0
20251118T2100,-1.1197546,5.8048253,187.12502,0.0
20251118T2200,-1.2497545,6.519877,186.3402,0.0
20251118T2300,-1.2297546,7.2,180.0,0.0
20251119T0000,-1.5297545,7.208994,182.86241,0.0
20251119T0100,-1.5397545,6.519877,186.3402,0.0
20251119T0200,-1.6997546,6.87779,186.009,0.0
20251119T0300,-1.5997547,7.6367526,188.1301,0.0
20251119T0400,-1.8197545,7.6367526,188.1301,0.0
20251119T0500,-1.8797547,7.208994,182.86241,0.0
20251119T0600,-1.7897545,6.87779,173.991,0.0
20251119T0700,-1.7797545,6.162207,173.29016,1.0
20251119T0800,-0.029754579,7.69592,169.2157,53.0
20251119T0900,1.5202454,8.287822,177.51045,163.0
20251119T1000,3.0402455,11.440978,192.72435,262.0
20251119T1100,4.3702455,12.429127,190.00798,301.0
20251119T1200,5.440245,12.371645,188.36589,333.0
20251119T1300,6.1802454,11.304229,189.16235,299.0
20251119T1400,6.3702455,9.007196,182.2906,217.0
20251119T1500,5.8302455,6.519877,173.6598,98.0
20251119T1600,4.0902452,5.4477882,172.40535,16.0
20251119T1700,3.3102455,5.771239,176.42366,0.0
20251119T1800,3.8602452,6.489992,183.17982,0.0
20251119T1900,3.6502452,8.473393,192.26477,0.0
20251119T2000,3.4602456,9.360001,202.61987,0.0
20251119T2100,3.5302453,10.948973,207.40758,0.0
20251119T2200,3.4902453,7.5942073,185.44034,0.0
20251119T2300,3.5002456,10.483357,195.9454,0.0
20251120T0000,3.6002455,12.55879,207.29958,0.0
20251120T0100,3.7502456,14.689588,216.02737,0.0
20251120T0200,3.6402454,15.782622,225.0,0.0
20251120T0300,3.5402455,17.0763,235.30484,0.0
20251120T0400,3.3202453,15.978484,247.47943,0.0
20251120T0500,3.2802453,13.896187,253.44293,0.0
20251120T0600,3.0902452,11.966953,248.83875,0.0
20251120T0700,2.9402456,10.464797,243.43495,1.0
20251120T0800,3.1802454,10.144082,242.52557,38.0
20251120T0900,3.7002454,11.966954,254.29138,118.0
20251120T1000,4.3102455,8.0899935,237.72437,197.0
20251120T1100,4.8702455,9.826088,241.55707,269.0
20251120T1200,5.0502453,9.504273,245.37643,292.0
20251120T1300,4.650245,8.209263,254.74487,220.0
20251120T1400,4.5002456,8.669949,265.23636,175.0
20251120T1500,4.0002456,7.928178,267.39746,89.0
20251120T1600,2.8302455,5.2416787,254.0546,13.0
20251120T1700,2.6602454,4.0249224,243.43495,0.0
20251120T1800,2.4602454,4.0249224,243.43495,0.0
20251120T1900,1.9502454,4.829907,243.43495,0.0
20251120T2000,1.6202455,3.096837,234.46233,0.0
20251120T2100,1.5402454,4.1046314,232.12502,0.0
20251120T2200,0.8202454,3.6179552,174.28941,0.0
20251120T2300,0.9902454,2.9024127,262.875,0.0
20251121T0000,1.2002454,4.1046314,344.74487,0.0
20251121T0100,1.3202454,4.2136917,19.983109,0.0
20251121T0200,1.3902454,3.7585104,16.69925,0.0
20251121T0300,1.3402455,2.9024127,330.25513,0.0
20251121T0400,1.2302454,3.319036,319.3987,0.0
20251121T0500,1.2202454,3.7064266,330.94543,0.0
20251121T0600,1.2802454,4.0249224,333.43497,0.0
20251121T0700,1.2102454,5.8048253,330.25513,0.0
20251121T0800,1.3902454,7.42159,337.16635,26.0
20251121T0900,1.7202454,9.531505,349.11447,75.0
20251121T1000,2.2102454,4.8965297,36.027374,138.0
20251121T1100,2.5502453,5.1544156,12.094757,173.0
20251121T1200,2.7602453,6.849467,356.98724,237.0
20251121T1300,2.7902455,8.287822,357.51044,207.0
20251121T1400,2.7202454,9.746631,4.236374,141.0
20251121T1500,2.2202454,10.086427,357.9546,75.0
20251121T1600,1.5302454,11.525623,358.21008,14.0
20251121T1700,1.1702454,11.542478,3.5763245,0.0
20251121T1800,0.8302454,12.015589,8.615646,0.0
20251121T1900,0.52024543,11.367109,10.954056,0.0
20251121T2000,-0.1297546,11.304229,9.1623535,0.0
20251121T2100,0.00024539232,10.1376915,6.1154785,0.0
20251121T2200,-0.8397546,6.8399997,360.0,0.0
20251121T2300,-1.2597545,6.725354,15.524109,0.0
20251122T0000,-1.9997545,6.924738,8.972626,0.0
20251122T0100,-2.2397547,6.130579,3.3664398,0.0
20251122T0200,-2.7097545,5.3999996,360.0,0.0
20251122T0300,-2.9997544,6.130579,3.3664398,0.0
20251122T0400,-3.749755,5.6920996,18.434952,0.0
20251122T0500,-3.4497547,5.4833565,23.198593,0.0
20251122T0600,-3.2797546,5.6920996,18.434952,0.0
20251122T0700,-3.3097544,5.154415,24.775131,1.0
20251122T0800,-2.8897548,4.1046314,37.87497,63.0
20251122T0900,-2.1597548,3.8268526,48.81407,171.0
20251122T1000,-1.4797546,4.39436,55.007973,269.0
20251122T1100,-0.9197546,3.6179552,84.289406,352.0
20251122T1200,-0.29975462,2.5959969,56.30993,369.0
20251122T1300,0.3702454,2.4149535,26.565033,331.0
20251122T1400,0.5802454,2.0991426,59.036232,246.0
20251122T1500,-0.009754598,1.609969,116.56505,128.0
20251122T1600,-1.2797546,1.2979984,123.69006,19.0
20251122T1700,-2.3097544,0.8049845,116.56505,0.0
20251122T1800,-2.4397545,1.835647,101.30993,0.0
20251122T1900,-3.4697547,2.9024127,97.125015,0.0
20251122T2000,-5.1897545,3.5455887,113.96249,0.0
20251122T2100,-5.4397545,4.8965297,126.027374,0.0
20251122T2200,-5.709755,3.8268526,131.18591,0.0
20251122T2300,-5.559755,3.7064266,150.94539,0.0
20251123T0000,-5.5497546,3.7585104,163.30075,0.0
20251123T0100,-5.309755,4.6800003,157.38013,0.0
20251123T0200,-5.8397546,5.0142193,158.9625,0.0
20251123T0300,-5.4697547,4.896529,162.89728,0.0
20251123T0400,-5.5697546,5.1919937,146.30994,0.0
20251123T0500,-5.619755,5.692099,145.30484,0.0
20251123T0600,-4.7797546,5.315336,151.69923,0.0
20251123T0700,-4.1997547,6.12,151.9275,0.0
20251123T0800,-3.4197545,7.289445,147.09476,38.0
20251123T0900,-2.2797546,7.8954163,155.77225,119.0
20251123T1000,-1.0197546,8.427383,160.01689,213.0
20251123T1100,0.2902454,9.885262,169.50853,307.0
20251123T1200,1.3002454,10.931203,162.75854,279.0
20251123T1300,1.8002454,10.787993,154.29004,189.0
20251123T1400,2.0102453,9.028754,156.50143,74.0
20251123T1500,2.0102453,7.754637,158.1986,32.0
20251123T1600,1.6002454,8.587338,146.97614,7.0
20251123T1700,1.6802454,8.39657,149.03624,0.0
20251123T1800,1.7202454,10.495713,149.03624,0.0
20251123T1900,1.7902454,10.00256,149.74356,0.0
20251123T2000,2.5702453,9.387651,147.52881,0.0
20251123T2100,3.1802454,8.707237,150.25511,0.0
20251123T2200,3.7902455,8.534353,152.35402,0.0
20251123T2300,3.8702455,8.049845,169.69516,0.0
20251124T0000,4.400245,11.885453,178.2643,0.0
20251124T0100,4.920245,7.6367526,188.1301,0.0
20251124T0200,5.9702454,8.557102,194.62088,0.0
20251124T0300,6.0102453,7.289444,200.22485,0.0
20251124T0400,5.940245,6.162207,173.29016,0.0
20251124T0500,5.7402453,4.452954,165.96376,0.0
20251124T0600,5.000245,5.634891,153.43495,0.0
20251124T0700,5.190245,6.193674,144.46231,0.0
20251124T0800,5.1402454,6.1094027,135.0,5.0
20251124T0900,5.1602454,5.8603754,132.51044,13.0
20251124T1000,5.3702455,4.8433046,138.01279,22.0
20251124T1100,5.670245,5.634891,153.43495,30.0
20251124T1200,5.710245,5.991594,147.26477,26.0
20251124T1300,5.980245,6.9527545,158.7495,34.0
20251124T1400,5.980245,8.225035,156.8014,34.0
20251124T1500,5.710245,8.891343,148.24051,19.0
20251124T1600,5.150245,7.289445,147.09476,4.0
20251124T1700,4.8002453,6.792466,147.99461,0.0
20251124T1800,4.630245,6.489992,146.30994,0.0
20251124T1900,4.3002453,7.7879906,146.30994,0.0
20251124T2000,4.0902452,7.289445,147.09476,0.0
20251124T2100,4.4802456,7.289444,159.77515,0.0
20251124T2200,4.670245,8.225035,156.8014,0.0
20251124T2300,4.4702454,6.9527545,158.7495,0.0
20251125T0000,4.6802454,6.6087217,150.64224,0.0
20251125T0100,4.630245,5.4833565,156.8014,0.0
20251125T0200,4.2702456,5.0142193,158.9625,0.0
20251125T0300,4.3202453,6.28713,166.75948,0.0
20251125T0400,4.170245,7.5599995,180.0,0.0
20251125T0500,4.6402454,8.891344,201.37062,0.0
20251125T0600,4.4302454,9.983106,205.641,0.0
20251125T0700,4.4802456,10.630672,208.30077,0.0
20251125T0800,4.6202455,11.384198,214.69516,25.0
20251125T0900,5.0102453,10.685391,212.61925,61.0
20251125T1000,5.3502455,10.691453,225.0,105.0
20251125T1100,5.4302454,9.178235,244.44003,146.0
20251125T1200,5.500245,8.4963045,233.61565,160.0
20251125T1300,5.4302454,10.966713,246.8014,79.0
20251125T1400,5.420245,10.24578,251.56506,82.0
20251125T1500,5.1202455,9.021574,241.38954,38.0
20251125T1600,4.8002453,7.9932966,234.16235,5.0
20251125T1700,4.4302454,7.7043357,232.59465,0.0
20251125T1800,4.2702456,7.10031,239.53445,0.0
20251125T1900,4.1802454,6.763786,244.79889,0.0
20251125T2000,4.1802454,5.0911684,261.8699,0.0
20251125T2100,4.1602454,4.0249224,280.30487,0.0
20251125T2200,4.150245,2.5455842,261.8699,0.0
20251125T2300,4.2402453,4.3349743,265.23636,0.0
